DATA INICIAL,DATA FINAL,ESTADO,MUNICÍPIO,PRODUTO,NÚMERO DE POSTOS PESQUISADOS,UNIDADE DE MEDIDA,PREÇO MÉDIO REVENDA,DESVIO PADRÃO REVENDA,PREÇO MÍNIMO REVENDA,PREÇO MÁXIMO REVENDA,COEF DE VARIAÇÃO REVENDA
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAZONAS,MANAUS,GASOLINA ADITIVADA,33,R$/l,5.64,0.10867574092991815,5.58,6.09,0.019257366969270783
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAPA,MACAPA,GASOLINA ADITIVADA,2,R$/l,5.43,0.2545584412271574,5.25,5.61,0.04688000759247834
2022-08-07 00:00:00,2022-08-13 00:00:00,BAHIA,SALVADOR,GASOLINA ADITIVADA,86,R$/l,5.88,0.19174538521085194,5.64,6.29,0.032622661882039404
2022-08-07 00:00:00,2022-08-13 00:00:00,CEARA,FORTALEZA,GASOLINA ADITIVADA,84,R$/l,5.8,0.334771910088466,5.32,7.49,0.05771692551092144
2022-08-07 00:00:00,2022-08-13 00:00:00,DISTRITO FEDERAL,BRASILIA,GASOLINA ADITIVADA,43,R$/l,5.52,0.29717738214113293,5.34,6.89,0.05387279693114975
2022-08-07 00:00:00,2022-08-13 00:00:00,ESPIRITO SANTO,VITORIA,GASOLINA ADITIVADA,20,R$/l,5.72,0.18506825910002986,5.299,6.199,0.03234299929221693
2022-08-07 00:00:00,2022-08-13 00:00:00,GOIAS,GOIANIA,GASOLINA ADITIVADA,37,R$/l,5.31,0.21985628666651033,4.99,5.89,0.041442165197722175
2022-08-07 00:00:00,2022-08-13 00:00:00,MARANHAO,SAO LUIS,GASOLINA ADITIVADA,33,R$/l,5.42,0.33122191133053763,5.05,6.59,0.06108031893773534
2022-08-07 00:00:00,2022-08-13 00:00:00,MINAS GERAIS,BELO HORIZONTE,GASOLINA ADITIVADA,17,R$/l,5.47,0.16474356186652817,5.13,5.68,0.030127372544438237
2022-08-07 00:00:00,2022-08-13 00:00:00,MATO GROSSO DO SUL,CAMPO GRANDE,GASOLINA ADITIVADA,35,R$/l,5.35,0.13580014975053936,5.1,5.69,0.025400840323155614
2022-08-07 00:00:00,2022-08-13 00:00:00,MATO GROSSO,CUIABA,GASOLINA ADITIVADA,34,R$/l,5.54,0.20791726724306778,4.99,5.89,0.037506298208108586
2022-08-07 00:00:00,2022-08-13 00:00:00,PARA,BELEM,GASOLINA ADITIVADA,18,R$/l,5.92,0.39547770402272353,5.48,6.99,0.06675355094156998
2022-08-07 00:00:00,2022-08-13 00:00:00,PARAIBA,JOAO PESSOA,GASOLINA ADITIVADA,10,R$/l,5.79,0.1620836546697757,5.58,6.09,0.027974396732788356
2022-08-07 00:00:00,2022-08-13 00:00:00,PERNAMBUCO,RECIFE,GASOLINA ADITIVADA,21,R$/l,5.76,0.15363841285551574,5.47,6.09,0.026655706129922588
2022-08-07 00:00:00,2022-08-13 00:00:00,PIAUI,TERESINA,GASOLINA ADITIVADA,33,R$/l,5.88,0.24256130121782582,5.58,6.69,0.04123704569670934
2022-08-07 00:00:00,2022-08-13 00:00:00,PARANA,CURITIBA,GASOLINA ADITIVADA,49,R$/l,5.73,0.15045763523331074,5.49,6.09,0.02624479059639111
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO DE JANEIRO,RIO DE JANEIRO,GASOLINA ADITIVADA,66,R$/l,5.67,0.23629522050907253,5.25,6.59,0.04165905693342983
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO GRANDE DO NORTE,NATAL,GASOLINA ADITIVADA,27,R$/l,5.62,0.10745303088398128,5.43,5.89,0.019108422800945095
2022-08-07 00:00:00,2022-08-13 00:00:00,RONDONIA,PORTO VELHO,GASOLINA ADITIVADA,18,R$/l,5.49,0.26782347127297473,5.27,6.19,0.04881351238268069
2022-08-07 00:00:00,2022-08-13 00:00:00,RORAIMA,BOA VISTA,GASOLINA ADITIVADA,11,R$/l,5.95,0.11530985923312723,5.87,6.27,0.0193857321039951
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,GASOLINA ADITIVADA,35,R$/l,5.47,0.1910510512969784,5.14,5.89,0.03495079863785409
2022-08-07 00:00:00,2022-08-13 00:00:00,SANTA CATARINA,FLORIANOPOLIS,GASOLINA ADITIVADA,18,R$/l,6.27,0.48932932960375214,5.59,7.46,0.07808515973428433
2022-08-07 00:00:00,2022-08-13 00:00:00,SERGIPE,ARACAJU,GASOLINA ADITIVADA,19,R$/l,5.46,0.2000087717374661,5.31,6.18,0.036659913785566815
2022-08-07 00:00:00,2022-08-13 00:00:00,SAO PAULO,SAO PAULO,GASOLINA ADITIVADA,140,R$/l,5.72,0.4524190717067392,4.63,7.49,0.07914860361005116
2022-08-07 00:00:00,2022-08-13 00:00:00,TOCANTINS,PALMAS,GASOLINA ADITIVADA,7,R$/l,5.85,0.13972762620115428,5.69,6.09,0.023896735485171756
2022-08-07 00:00:00,2022-08-13 00:00:00,ACRE,RIO BRANCO,GASOLINA COMUM,29,R$/l,5.83,0.07885729456685613,5.67,5.95,0.013536530972172535
2022-08-07 00:00:00,2022-08-13 00:00:00,ALAGOAS,MACEIO,GASOLINA COMUM,23,R$/l,5.44,0.12383847697483467,5.27,5.69,0.022755332511154414
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAZONAS,MANAUS,GASOLINA COMUM,39,R$/l,5.59,0.03287813346160368,5.5,5.77,0.005880788869026522
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAPA,MACAPA,GASOLINA COMUM,23,R$/l,5,0.09909671085745904,4.93,5.23,0.019829688095715656
2022-08-07 00:00:00,2022-08-13 00:00:00,BAHIA,SALVADOR,GASOLINA COMUM,86,R$/l,5.74,0.1005068550248028,5.64,5.99,0.017504586022667624
2022-08-07 00:00:00,2022-08-13 00:00:00,CEARA,FORTALEZA,GASOLINA COMUM,101,R$/l,5.57,0.18981836028422053,5.27,6.49,0.03407264362540437
2022-08-07 00:00:00,2022-08-13 00:00:00,DISTRITO FEDERAL,BRASILIA,GASOLINA COMUM,47,R$/l,5.42,0.15252757898057726,5.19,5.99,0.02816815800427165
2022-08-07 00:00:00,2022-08-13 00:00:00,ESPIRITO SANTO,VITORIA,GASOLINA COMUM,20,R$/l,5.58,0.17820729354794726,5.199,6.099,0.03193650478901574
2022-08-07 00:00:00,2022-08-13 00:00:00,GOIAS,GOIANIA,GASOLINA COMUM,55,R$/l,5.19,0.17190710826505645,4.97,5.59,0.03314365672723421
2022-08-07 00:00:00,2022-08-13 00:00:00,MARANHAO,SAO LUIS,GASOLINA COMUM,41,R$/l,5.18,0.11366403210832339,5.05,5.49,0.021950098047389472
2022-08-07 00:00:00,2022-08-13 00:00:00,MINAS GERAIS,BELO HORIZONTE,GASOLINA COMUM,27,R$/l,5.26,0.14610128009563783,4.97,5.49,0.02777199776529303
2022-08-07 00:00:00,2022-08-13 00:00:00,MATO GROSSO DO SUL,CAMPO GRANDE,GASOLINA COMUM,42,R$/l,5.17,0.08707266646349984,5.05,5.39,0.0168589894498755
2022-08-07 00:00:00,2022-08-13 00:00:00,MATO GROSSO,CUIABA,GASOLINA COMUM,73,R$/l,5.41,0.22072326454847838,4.99,6.75,0.04079292719319204
2022-08-07 00:00:00,2022-08-13 00:00:00,PARA,BELEM,GASOLINA COMUM,21,R$/l,5.39,0.1074664953324878,5.12,5.59,0.019946936556321758
2022-08-07 00:00:00,2022-08-13 00:00:00,PARAIBA,JOAO PESSOA,GASOLINA COMUM,24,R$/l,5.58,0.02090350501086181,5.49,5.59,0.0037478269853629424
2022-08-07 00:00:00,2022-08-13 00:00:00,PERNAMBUCO,RECIFE,GASOLINA COMUM,30,R$/l,5.58,0.08943243773676443,5.43,5.69,0.016023489799945848
2022-08-07 00:00:00,2022-08-13 00:00:00,PIAUI,TERESINA,GASOLINA COMUM,40,R$/l,5.64,0.09818741890267425,5.55,5.99,0.017426110374065888
2022-08-07 00:00:00,2022-08-13 00:00:00,PARANA,CURITIBA,GASOLINA COMUM,54,R$/l,5.56,0.04321666280608717,5.46,5.69,0.007776148050810397
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO DE JANEIRO,RIO DE JANEIRO,GASOLINA COMUM,80,R$/l,5.53,0.1918807234333779,5.19,6.49,0.034692652325966127
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO GRANDE DO NORTE,NATAL,GASOLINA COMUM,25,R$/l,5.57,0.07076957915187378,5.45,5.69,0.012696372291330062
2022-08-07 00:00:00,2022-08-13 00:00:00,RONDONIA,PORTO VELHO,GASOLINA COMUM,27,R$/l,5.38,0.17886393625409142,5.19,5.99,0.033225498994568066
2022-08-07 00:00:00,2022-08-13 00:00:00,RORAIMA,BOA VISTA,GASOLINA COMUM,13,R$/l,5.84,1.8488908177493114e-15,5.84,5.84,3.1659089345022444e-16
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,GASOLINA COMUM,35,R$/l,5.33,0.12642930731400517,5.11,5.69,0.023731769580554445
2022-08-07 00:00:00,2022-08-13 00:00:00,SANTA CATARINA,FLORIANOPOLIS,GASOLINA COMUM,33,R$/l,6.11,0.43291683363953964,5.39,7.46,0.07080606004036759
2022-08-07 00:00:00,2022-08-13 00:00:00,SERGIPE,ARACAJU,GASOLINA COMUM,21,R$/l,5.33,0.05944184833375679,5.31,5.58,0.011145346562579398
2022-08-07 00:00:00,2022-08-13 00:00:00,SAO PAULO,SAO PAULO,GASOLINA COMUM,156,R$/l,5.43,0.38142469420999003,4.89,6.99,0.07027050438938828
2022-08-07 00:00:00,2022-08-13 00:00:00,TOCANTINS,PALMAS,GASOLINA COMUM,10,R$/l,5.67,0.07974960814950763,5.58,5.79,0.01407511615769637
2022-08-07 00:00:00,2022-08-13 00:00:00,ACRE,RIO BRANCO,OLEO DIESEL,25,R$/l,7.86,0.1194264069067919,7.72,8.29,0.0151996139727628
2022-08-07 00:00:00,2022-08-13 00:00:00,ALAGOAS,MACEIO,OLEO DIESEL,9,R$/l,7.01,0.24475043979077502,6.74,7.59,0.0348923484574208
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAZONAS,MANAUS,OLEO DIESEL,18,R$/l,7.35,0.1809533576562172,7.09,7.99,0.02463626380615618
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAPA,MACAPA,OLEO DIESEL,11,R$/l,7.18,0.24544949489753376,7.03,7.89,0.034167861856148715
2022-08-07 00:00:00,2022-08-13 00:00:00,BAHIA,SALVADOR,OLEO DIESEL,3,R$/l,6.87,0.028867513459481187,6.84,6.89,0.004199929213309581
2022-08-07 00:00:00,2022-08-13 00:00:00,CEARA,FORTALEZA,OLEO DIESEL,1,R$/l,7.27,-,7.27,7.27,-
2022-08-07 00:00:00,2022-08-13 00:00:00,DISTRITO FEDERAL,BRASILIA,OLEO DIESEL,28,R$/l,7.2,0.23285438372760764,6.98,7.89,0.032328058034376314
2022-08-07 00:00:00,2022-08-13 00:00:00,ESPIRITO SANTO,VITORIA,OLEO DIESEL,3,R$/l,7.29,0.09018499505645777,7.199,7.379,0.012367097187428502
2022-08-07 00:00:00,2022-08-13 00:00:00,GOIAS,GOIANIA,OLEO DIESEL,19,R$/l,7.29,0.2108309929833352,6.99,7.64,0.028922663297352845
2022-08-07 00:00:00,2022-08-13 00:00:00,MARANHAO,SAO LUIS,OLEO DIESEL,9,R$/l,7.08,0.1835604653634448,6.94,7.5,0.02593475962748827
2022-08-07 00:00:00,2022-08-13 00:00:00,MINAS GERAIS,BELO HORIZONTE,OLEO DIESEL,3,R$/l,7.19,0.2683902631120088,6.98,7.49,0.03734558392096597
2022-08-07 00:00:00,2022-08-13 00:00:00,MATO GROSSO DO SUL,CAMPO GRANDE,OLEO DIESEL,22,R$/l,7.06,0.1574691614143442,6.86,7.35,0.02229867115805595
2022-08-07 00:00:00,2022-08-13 00:00:00,MATO GROSSO,CUIABA,OLEO DIESEL,22,R$/l,7.4,0.22213885521374022,7.03,7.94,0.030013233523934677
2022-08-07 00:00:00,2022-08-13 00:00:00,PARAIBA,JOAO PESSOA,OLEO DIESEL,5,R$/l,7.12,0.08757853618324525,6.98,7.19,0.012303812332571685
2022-08-07 00:00:00,2022-08-13 00:00:00,PIAUI,TERESINA,OLEO DIESEL,13,R$/l,7.26,0.16972828965052428,6.98,7.58,0.023376075489530836
2022-08-07 00:00:00,2022-08-13 00:00:00,PARANA,CURITIBA,OLEO DIESEL,5,R$/l,6.81,0.044721359549995635,6.79,6.89,0.006567013149779095
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO DE JANEIRO,RIO DE JANEIRO,OLEO DIESEL,16,R$/l,7.2,0.21684095554115243,6.84,7.69,0.030127260234963867
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO GRANDE DO NORTE,NATAL,OLEO DIESEL,11,R$/l,7.3,0.2989405535310566,6.99,7.85,0.04093037202939535
2022-08-07 00:00:00,2022-08-13 00:00:00,RONDONIA,PORTO VELHO,OLEO DIESEL,20,R$/l,7.54,0.2429879789099388,7.14,8.09,0.03223934972932716
2022-08-07 00:00:00,2022-08-13 00:00:00,RORAIMA,BOA VISTA,OLEO DIESEL,12,R$/l,7.6,0.08192291276781874,7.54,7.84,0.010775785960910061
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,OLEO DIESEL,10,R$/l,7.06,0.24596521886008388,6.79,7.65,0.03484420156680605
2022-08-07 00:00:00,2022-08-13 00:00:00,SANTA CATARINA,FLORIANOPOLIS,OLEO DIESEL,1,R$/l,7.49,-,7.49,7.49,-
2022-08-07 00:00:00,2022-08-13 00:00:00,SAO PAULO,SAO PAULO,OLEO DIESEL,25,R$/l,7.06,0.2849268912077857,6.67,7.94,0.04035791660166937
2022-08-07 00:00:00,2022-08-13 00:00:00,TOCANTINS,PALMAS,OLEO DIESEL,6,R$/l,7.22,0.34585642493188784,6.69,7.69,0.047891496644157094
2022-08-07 00:00:00,2022-08-13 00:00:00,ACRE,RIO BRANCO,OLEO DIESEL S10,29,R$/l,7.88,0.07975949068718907,7.76,8.09,0.010127967553763393
2022-08-07 00:00:00,2022-08-13 00:00:00,ALAGOAS,MACEIO,OLEO DIESEL S10,21,R$/l,7.1,0.22157660182471997,6.79,7.49,0.03119960197344186
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAZONAS,MANAUS,OLEO DIESEL S10,32,R$/l,7.39,0.1617432752752776,7.09,7.99,0.0218738264255299
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAPA,MACAPA,OLEO DIESEL S10,6,R$/l,7.55,0.2916619047230315,7.3,8.09,0.03861366788036604
2022-08-07 00:00:00,2022-08-13 00:00:00,BAHIA,SALVADOR,OLEO DIESEL S10,68,R$/l,7.2,0.32211122444441703,6.89,7.99,0.04476235518406873
2022-08-07 00:00:00,2022-08-13 00:00:00,CEARA,FORTALEZA,OLEO DIESEL S10,99,R$/l,7.47,0.2632423928831432,6.98,8.39,0.03525663153146887
2022-08-07 00:00:00,2022-08-13 00:00:00,DISTRITO FEDERAL,BRASILIA,OLEO DIESEL S10,37,R$/l,7.39,0.26035809251171027,7.07,7.99,0.035251763541308156
2022-08-07 00:00:00,2022-08-13 00:00:00,ESPIRITO SANTO,VITORIA,OLEO DIESEL S10,20,R$/l,7.39,0.16721850659352389,7.199,7.999,0.02264100066934175
2022-08-07 00:00:00,2022-08-13 00:00:00,GOIAS,GOIANIA,OLEO DIESEL S10,44,R$/l,7.43,0.19800858460472623,7.09,7.89,0.026644986612661195
2022-08-07 00:00:00,2022-08-13 00:00:00,MARANHAO,SAO LUIS,OLEO DIESEL S10,40,R$/l,7.22,0.2087226106705456,6.98,8.19,0.028916959084309444
2022-08-07 00:00:00,2022-08-13 00:00:00,MINAS GERAIS,BELO HORIZONTE,OLEO DIESEL S10,14,R$/l,7.37,0.1994070881718772,7.08,7.7,0.02704348769162337
2022-08-07 00:00:00,2022-08-13 00:00:00,MATO GROSSO DO SUL,CAMPO GRANDE,OLEO DIESEL S10,36,R$/l,7.16,0.15824032355881978,6.98,7.49,0.022100603848997175
2022-08-07 00:00:00,2022-08-13 00:00:00,MATO GROSSO,CUIABA,OLEO DIESEL S10,64,R$/l,7.48,0.24967260308283473,7.09,7.99,0.033380084807398
2022-08-07 00:00:00,2022-08-13 00:00:00,PARA,BELEM,OLEO DIESEL S10,21,R$/l,7.86,0.367387170888333,6.94,8.49,0.046721556280839294
2022-08-07 00:00:00,2022-08-13 00:00:00,PARAIBA,JOAO PESSOA,OLEO DIESEL S10,21,R$/l,7.42,0.19034930297444527,7.14,7.96,0.025658484899309005
2022-08-07 00:00:00,2022-08-13 00:00:00,PERNAMBUCO,RECIFE,OLEO DIESEL S10,26,R$/l,7.18,0.15218460449780669,6.89,7.49,0.021201305882992953
2022-08-07 00:00:00,2022-08-13 00:00:00,PIAUI,TERESINA,OLEO DIESEL S10,37,R$/l,7.31,0.20144224725458904,7.05,8,0.027570330503883238
2022-08-07 00:00:00,2022-08-13 00:00:00,PARANA,CURITIBA,OLEO DIESEL S10,42,R$/l,7.18,0.2271390769523061,6.89,7.99,0.03163811637978594
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO DE JANEIRO,RIO DE JANEIRO,OLEO DIESEL S10,62,R$/l,7.32,0.26406320453925197,6.79,8.29,0.036094090878179906
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO GRANDE DO NORTE,NATAL,OLEO DIESEL S10,25,R$/l,7.52,0.2965316172012691,6.96,7.99,0.039449182790718
2022-08-07 00:00:00,2022-08-13 00:00:00,RONDONIA,PORTO VELHO,OLEO DIESEL S10,23,R$/l,7.57,0.24789548990056973,7.14,8.19,0.03273017375265846
2022-08-07 00:00:00,2022-08-13 00:00:00,RORAIMA,BOA VISTA,OLEO DIESEL S10,13,R$/l,7.69,0.06473813127535914,7.64,7.89,0.008419324795714977
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,OLEO DIESEL S10,31,R$/l,7.15,0.24883513564443183,6.75,7.8,0.03482411270361331
2022-08-07 00:00:00,2022-08-13 00:00:00,SANTA CATARINA,FLORIANOPOLIS,OLEO DIESEL S10,4,R$/l,6.87,0.9475010993837019,5.46,7.49,0.13786847571970925
2022-08-07 00:00:00,2022-08-13 00:00:00,SERGIPE,ARACAJU,OLEO DIESEL S10,21,R$/l,6.99,0.25880770578062123,6.63,7.39,0.037010295004378926
2022-08-07 00:00:00,2022-08-13 00:00:00,SAO PAULO,SAO PAULO,OLEO DIESEL S10,119,R$/l,7.33,0.34426925762989424,6.69,7.99,0.04698008286177929
2022-08-07 00:00:00,2022-08-13 00:00:00,TOCANTINS,PALMAS,OLEO DIESEL S10,10,R$/l,7.29,0.33434679268355133,6.69,7.79,0.04587004975765555
2022-08-07 00:00:00,2022-08-13 00:00:00,ALAGOAS,MACEIO,GNV,4,R$/m³,4.55,0,4.55,4.55,0
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAZONAS,MANAUS,GNV,3,R$/m³,3.99,0,3.99,3.99,0
2022-08-07 00:00:00,2022-08-13 00:00:00,BAHIA,SALVADOR,GNV,16,R$/m³,4.46,0.033040379335998384,4.41,4.49,0.0074143908748383475
2022-08-07 00:00:00,2022-08-13 00:00:00,CEARA,FORTALEZA,GNV,14,R$/m³,5.33,0.07549106635159594,5.24,5.39,0.014171023450286178
2022-08-07 00:00:00,2022-08-13 00:00:00,DISTRITO FEDERAL,BRASILIA,GNV,1,R$/m³,6.42,-,6.42,6.42,-
2022-08-07 00:00:00,2022-08-13 00:00:00,ESPIRITO SANTO,VITORIA,GNV,6,R$/m³,5.06,0.10788960407132223,4.899,5.149,0.02133962829826713
2022-08-07 00:00:00,2022-08-13 00:00:00,MINAS GERAIS,BELO HORIZONTE,GNV,2,R$/m³,5.49,0,5.49,5.49,0
2022-08-07 00:00:00,2022-08-13 00:00:00,MATO GROSSO DO SUL,CAMPO GRANDE,GNV,4,R$/m³,4.93,0.07320063751999276,4.85,4.99,0.01485553272856271
2022-08-07 00:00:00,2022-08-13 00:00:00,MATO GROSSO,CUIABA,GNV,2,R$/m³,3.19,0.007071067811865324,3.18,3.19,0.002220115482532284
2022-08-07 00:00:00,2022-08-13 00:00:00,PARAIBA,JOAO PESSOA,GNV,5,R$/m³,4.99,0,4.99,4.99,0
2022-08-07 00:00:00,2022-08-13 00:00:00,PERNAMBUCO,RECIFE,GNV,4,R$/m³,4.23,0,4.23,4.23,0
2022-08-07 00:00:00,2022-08-13 00:00:00,PARANA,CURITIBA,GNV,2,R$/m³,5.94,0,5.94,5.94,0
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO DE JANEIRO,RIO DE JANEIRO,GNV,27,R$/m³,4.95,0.07260712686640948,4.69,4.99,0.01466152438406294
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO GRANDE DO NORTE,NATAL,GNV,5,R$/m³,4.4,0.022360679774998216,4.39,4.44,0.005081972676135958
2022-08-07 00:00:00,2022-08-13 00:00:00,RIO GRANDE DO SUL,PORTO ALEGRE,GNV,10,R$/m³,5.94,0.13006408676751124,5.69,6.19,0.021914757669336354
2022-08-07 00:00:00,2022-08-13 00:00:00,SERGIPE,ARACAJU,GNV,5,R$/m³,5.15,0.010954451150103576,5.14,5.16,0.0021279042638118833
2022-08-07 00:00:00,2022-08-13 00:00:00,SAO PAULO,SAO PAULO,GNV,21,R$/m³,5.36,0.32442990291396057,4.88,5.99,0.060571016724690355
2022-08-07 00:00:00,2022-08-13 00:00:00,ACRE,RIO BRANCO,GLP,22,R$/13kg,130.09,6.6182222538130135,120,145,0.0508738258504145
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAZONAS,MANAUS,GLP,37,R$/13kg,116.08,4.90112446495914,106,125,0.042221561164956505
2022-08-07 00:00:00,2022-08-13 00:00:00,AMAPA,MACAPA,GLP,9,R$/13kg,122.33,2.9580398915498085,115,125,0.024180162601224593
2022-08-07 00:00:00,2022-08-13 00:00:00,BAHIA,SALVADOR,GLP,39,R$/13kg,114.36,5.426180910295477,100,130,0.047449199094501876
